customer_id,Name,Gender,Job_industry_category,owns_car,area_id,State
226,Nev Larive,Male,Health,No,1,NSW
227,Ossie Meaton,Male,n/a,Yes,1,NSW
228,Morgun Girvan,Male,Financial Services,No,1,NSW
229,Brittaney Pring,Female,Health,No,1,NSW
230,Bondie Letty,Male,Manufacturing,No,1,NSW
231,Wendall McKeand,Male,Entertainment,No,1,NSW
232,Lucia Pickervance,Female,Manufacturing,No,1,NSW
233,Vaughn Lambis,Male,Property,No,1,NSW
234,Maegan Scyone,Female,Property,No,1,NSW
235,Basile Winsor,Male,Financial Services,Yes,1,NSW
236,Zaria Koeppke,Female,Retail,No,3,VIC
237,Art Barwell,Male,Property,No,1,NSW
238,Mead Alpes,Female,Retail,No,1,NSW
239,Leona Phateplace,Female,Health,No,2,QLD
240,Tybalt Gillingwater,Male,Health,No,1,NSW
241,Reginald Dartan,Male,Property,Yes,2,QLD
242,Max Bilborough,Male,n/a,Yes,1,NSW
243,Wells Pressman,Male,Health,No,1,NSW
244,Gavin Fawks,Male,IT,Yes,3,VIC
245,Quillan Duigan,Male,Entertainment,No,3,VIC
246,Taite Droghan,Male,Property,No,2,QLD
247,Barbara Croxley,Female,Manufacturing,Yes,1,NSW
248,Germayne Sperry,Male,Retail,No,1,NSW
249,Noell Grahlmans,Female,Financial Services,No,1,NSW
250,Binny Whight,Female,Manufacturing,No,1,NSW
251,Kristal Joysey,Female,Financial Services,Yes,1,NSW
252,Inger Eskell,Female,Health,Yes,1,NSW
253,D'arcy Slay,Male,IT,No,1,NSW
254,Kristofer ,Male,Health,Yes,3,VIC
255,Mala ,Female,Financial Services,Yes,3,VIC
256,Anthea Ruskin,Female,Property,Yes,1,NSW
257,Amalee Choak,Female,Health,Yes,1,NSW
258,Barbie Rubi,Female,Retail,No,1,NSW
259,Keeley Kruger,Female,IT,No,1,NSW
260,Linell Beadle,Female,Health,Yes,2,QLD
261,Marissa ,Female,Manufacturing,Yes,1,NSW
262,Othella Keher,Female,Manufacturing,No,1,NSW
263,Venita Dymick,Female,Health,Yes,1,NSW
264,Farand Marriner,Female,Health,Yes,1,NSW
265,Marve Pryn,Male,n/a,No,3,VIC
266,Cordie Petrelli,Male,Health,Yes,1,NSW
267,Tonia Leigh,Female,Health,No,1,NSW
268,Jedd Spiby,Male,Health,No,1,NSW
269,Pennie Stoile,Male,Retail,Yes,3,VIC
270,Lelia Garatty,Female,Retail,No,3,VIC
271,Edgar Buckler,Male,IT,No,2,QLD
272,Kacie Kidston,Female,Manufacturing,No,1,NSW
273,Zacherie Grindley,Male,Property,Yes,3,VIC
274,Auberta Roundtree,Female,n/a,Yes,3,VIC
275,Doll Burtwell,Female,Financial Services,No,1,NSW
276,Arlie Crean,Female,Retail,Yes,3,VIC
277,Nevile Abraham,Male,n/a,No,2,QLD
278,Tessi Hesse,Female,Health,Yes,1,NSW
279,Dud ,Male,Health,No,1,NSW
280,Goldi Dwine,Female,Financial Services,No,1,NSW
281,Jehanna Alvarado,Female,n/a,No,1,NSW
282,Sydney Georger,Male,n/a,Yes,2,QLD
283,Tamera Hinckes,Female,Manufacturing,No,2,QLD
284,Welch MacAllaster,Male,n/a,Yes,1,NSW
285,Jeanette Sizzey,Female,Financial Services,Yes,1,NSW
286,Lauren Curcher,Male,Argiculture,Yes,2,QLD
287,Sari Noye,Female,Retail,No,1,NSW
288,Seth Moorman,Male,Financial Services,Yes,3,VIC
289,Julee Janovsky,Female,Manufacturing,No,1,NSW
290,Kiley Canaan,Male,Manufacturing,Yes,1,NSW
291,Hannie Wodham,Female,Manufacturing,No,3,VIC
292,Ebenezer Seedman,Male,Manufacturing,No,2,QLD
293,Modestia Lithgow,Female,Health,No,1,NSW
294,Giorgio Kevane,Male,IT,No,3,VIC
295,Aime Burston,Female,Entertainment,No,2,QLD
296,Gelya Gerant,Female,n/a,Yes,1,NSW
297,Virgilio Willcocks,Male,Manufacturing,Yes,3,VIC
298,Magnum Slowan,Male,n/a,No,3,VIC
299,Lena Chape,Female,n/a,Yes,1,NSW
300,Marshal Rathbone,Male,Health,Yes,3,VIC
301,Cecile MacLise,Female,Manufacturing,No,1,NSW
302,Maurise Lenglet,Male,Manufacturing,No,2,QLD
303,Corabelle Hartnell,Female,Financial Services,Yes,1,NSW
304,Malachi Hadcroft,Male,Health,No,1,NSW
305,Hildy Bilbrook,Female,Manufacturing,No,1,NSW
306,Laurice Colgrave,Female,Health,No,3,VIC
307,Shane Smetoun,Female,Argiculture,Yes,3,VIC
308,Paddy Mumbray,Male,Manufacturing,Yes,3,VIC
309,Cris Chellam,Female,Financial Services,No,3,VIC
310,Ruy Adanet,Male,Health,No,1,NSW
311,Ruben Handlin,Male,Health,Yes,1,NSW
312,Iver Dobsons,Male,IT,No,1,NSW
313,Maurizia Ligerton,Female,Health,Yes,3,VIC
314,Myranda Clowser,Female,Financial Services,Yes,3,VIC
315,Jaimie Halms,Female,Health,No,3,VIC
316,Garek Prattin,Male,Financial Services,Yes,3,VIC
317,Theo McKune,Male,Manufacturing,Yes,1,NSW
318,Catie Advani,Female,Retail,Yes,1,NSW
319,Lisa Odlin,Female,Manufacturing,No,1,NSW
320,Genni Larway,Female,Manufacturing,Yes,2,QLD
321,Elicia Dahler,Female,Entertainment,Yes,2,QLD
322,Libbie Castelin,Female,Retail,Yes,2,QLD
323,Madelle Matteris,Female,Retail,Yes,2,QLD
324,Aldous Cubin,Male,Health,No,1,NSW
325,Christean Finnes,Female,n/a,No,2,QLD
326,De Denington,Female,Financial Services,Yes,1,NSW
327,Celka Goodrich,Female,Health,Yes,2,QLD
328,Franz Lyptrit,Male,IT,Yes,3,VIC
329,Anthia Ghilardini,Female,Financial Services,Yes,3,VIC
330,Guenna Spensly,Female,Financial Services,No,1,NSW
331,Cris Richfield,Female,Health,No,1,NSW
332,Bernice Kings,Female,Manufacturing,No,2,QLD
333,Garvy Berthel,Male,Entertainment,Yes,2,QLD
334,Port Pancost,Male,Manufacturing,Yes,3,VIC
335,Ford Groucock,Male,Health,Yes,3,VIC
336,Liza Trouel,Female,Health,No,3,VIC
337,Debbi Doohey,Female,Financial Services,Yes,3,VIC
338,Fredi Iannuzzelli,Female,Financial Services,Yes,3,VIC
339,Debee Martynov,Female,n/a,No,1,NSW
340,Georgiana Wallington,Female,Manufacturing,No,1,NSW
341,Shaylah Urquhart,Female,Argiculture,Yes,1,NSW
342,Hilliary Littrell,Female,Health,No,1,NSW
343,Nanny Casero,Female,Health,No,1,NSW
344,Joshuah Purvey,Male,Argiculture,Yes,1,NSW
345,Jeremiah Wasling,Male,Financial Services,No,1,NSW
346,Winslow Hammant,Male,Health,No,1,NSW
347,Nicole Johananoff,Female,Property,No,1,NSW
348,Carlene Eyckelbeck,Female,n/a,Yes,1,NSW
349,Tish Oleksiak,Female,Health,Yes,3,VIC
350,Timmie Eisikowitz,Male,Financial Services,No,3,VIC
351,Berkly Grishinov,Male,Financial Services,No,3,VIC
352,Gan Devoy,Male,Retail,Yes,2,QLD
353,Vinnie Usherwood,Female,Manufacturing,No,3,VIC
354,Carmela Jesper,Female,Health,Yes,1,NSW
355,Dev Hafner,Male,Health,Yes,1,NSW
356,Orrin Finding,Male,Retail,No,2,QLD
357,Antonia Cardis,Female,n/a,No,3,VIC
358,Mavra Donavan,Female,Property,No,1,NSW
359,Stacy Gullane,Female,Retail,Yes,1,NSW
360,Nichole ,Female,Entertainment,No,1,NSW
361,Betta Shrimpton,Female,n/a,No,1,NSW
362,Kippie Crimpe,Female,n/a,No,1,NSW
363,Dulcine Gauson,Female,Manufacturing,Yes,1,NSW
364,Atalanta Starbucke,Female,Property,Yes,2,QLD
365,Stephana Minero,Female,Health,Yes,2,QLD
366,Jamima Pirolini,Female,Financial Services,Yes,1,NSW
367,Sabrina Caddy,Female,Retail,Yes,1,NSW
368,Leontyne Simpkiss,Female,Financial Services,No,2,QLD
369,Romona Capitano,Female,Property,No,3,VIC
370,Constance Ucchino,Female,Entertainment,No,2,QLD
371,Katrinka Sturrock,Female,Manufacturing,Yes,3,VIC
372,Lacee Roan,Female,Financial Services,No,3,VIC
373,Alic Trenear,Male,Financial Services,Yes,3,VIC
374,Trstram Bondesen,Male,Telecommunications,Yes,3,VIC
375,Pernell Favelle,Male,Financial Services,No,1,NSW
376,Moina Thumim,Female,Property,Yes,3,VIC
377,Eva Colenutt,Female,Health,Yes,1,NSW
378,Valdemar MacCoughen,Male,Financial Services,Yes,1,NSW
379,Salvidor Renzo,Male,Manufacturing,Yes,3,VIC
380,Marena Brunotti,Female,Financial Services,Yes,2,QLD
381,Levy Bonavia,Male,Argiculture,No,1,NSW
382,Raquela Yuille,Female,Retail,No,1,NSW
383,Bert Ainslie,Male,Manufacturing,Yes,2,QLD
384,Teriann Birdsey,Female,Property,No,3,VIC
385,Leesa Castleman,Female,n/a,No,1,NSW
386,Issiah Fardell,Male,Health,Yes,1,NSW
387,Barclay Shalders,Male,n/a,No,1,NSW
388,Friederike Bestar,Female,Financial Services,No,3,VIC
389,Kendall Humes,Male,Health,No,1,NSW
390,Ethelyn Pincott,Female,Argiculture,No,1,NSW
391,Spike Thieme,Male,Financial Services,No,1,NSW
392,Carlye Bartle,Female,Financial Services,Yes,3,VIC
393,Dorene Scrivner,Female,Entertainment,Yes,1,NSW
394,Royall Slimings,Male,Health,No,1,NSW
395,Duffie Woodier,Male,Argiculture,No,3,VIC
396,Brandyn Morrid,Male,Property,No,1,NSW
397,Cesaro Isbell,Male,Manufacturing,Yes,2,QLD
398,Roanne Cowthard,Female,Health,Yes,3,VIC
399,Penn Burkinshaw,Male,Retail,Yes,2,QLD
400,Peria Iscowitz,Female,Telecommunications,Yes,3,VIC
401,Nerissa Foote,Female,Financial Services,Yes,1,NSW
402,Randee Douberday,Female,Retail,No,1,NSW
403,Nickie Neissen,Male,Manufacturing,Yes,3,VIC
404,Sibeal Fellow,Female,Financial Services,No,1,NSW
405,Halette Helling,Female,Retail,No,1,NSW
406,Berne Donegan,Male,Retail,No,1,NSW
407,Easter Laffoley-Lane,Female,n/a,Yes,1,NSW
408,Sinclair Sustins,Male,Financial Services,Yes,3,VIC
409,Vivien Urion,Female,Manufacturing,Yes,1,NSW
410,Rhona Spilsburie,Female,Financial Services,No,1,NSW
411,Chryste Acum,Female,n/a,Yes,1,NSW
412,Kurtis Baistow,Male,Financial Services,No,2,QLD
413,Tatiania O'Kane,Female,Health,Yes,1,NSW
414,Alicia Townend,Female,n/a,Yes,1,NSW
415,Cathyleen Bern,Female,Financial Services,No,1,NSW
416,Evanne Feechum,Female,IT,No,2,QLD
417,Simone Denys,Male,n/a,Yes,3,VIC
418,Thorin Grimoldby,Male,Health,No,1,NSW
419,Conchita Jeans,Female,Financial Services,Yes,2,QLD
420,Dory Barnsdall,Female,n/a,Yes,3,VIC
421,Fernandina Brambley,Female,Argiculture,No,1,NSW
422,Jere Ding,Female,n/a,No,1,NSW
423,Chrissie Bernardini,Female,Manufacturing,No,2,QLD
424,Clem Leek,Male,Entertainment,No,3,VIC
425,Tish Netti,Female,Retail,Yes,1,NSW
426,Vito Norker,Male,Manufacturing,No,3,VIC
427,Orville Akerman,Male,n/a,No,1,NSW
428,Dennie Eunson,Male,Health,No,1,NSW
429,Michaeline Bordman,Female,Retail,Yes,1,NSW
430,Emlyn Anstice,Female,Manufacturing,No,2,QLD
431,Giusto Torbett,Male,Entertainment,Yes,2,QLD
432,Freida Everil,Female,Health,Yes,1,NSW
433,Berny Bold,Female,IT,Yes,3,VIC
434,Janice Himsworth,Female,Financial Services,Yes,1,NSW
435,Gale Done,Male,Health,Yes,1,NSW
436,Amby Pentin,Male,Manufacturing,Yes,1,NSW
437,Reinhard Jubert,Male,Property,No,3,VIC
438,Raff Waadenburg,Male,Financial Services,Yes,3,VIC
439,Jerome Muggeridge,Male,Telecommunications,No,3,VIC
440,Erwin Pendre,Male,IT,No,1,NSW
441,Sayres Duthie,Male,Manufacturing,Yes,1,NSW
442,Ebenezer Bottelstone,Male,Property,Yes,2,QLD
443,Lida Wych,Female,n/a,No,2,QLD
444,Sheena O'Duggan,Female,Telecommunications,No,1,NSW
445,Felicle Beneze,Female,IT,No,3,VIC
446,Linc Vedyasov,Male,Financial Services,No,1,NSW
447,Lauree Leason,Female,Argiculture,Yes,1,NSW
448,Britteny Falconer-Taylor,Female,Manufacturing,Yes,1,NSW
449,Timothy Wenham,Male,Financial Services,No,1,NSW
450,Marilee Oosthout de Vree,Female,IT,Yes,1,NSW
451,Brittany Peasey,Female,Argiculture,Yes,3,VIC
452,Robin Crack,Female,IT,No,3,VIC
453,Shana Fortesquieu,Female,Manufacturing,Yes,1,NSW
454,Myrlene Rothwell,Female,Entertainment,Yes,2,QLD
455,Marlow Flowerdew,Male,IT,No,1,NSW
456,Natalee Bamford,Female,Property,Yes,1,NSW
457,Cornelius Yarmouth,Male,IT,No,1,NSW
458,Eugenie Domenc,Female,Health,Yes,3,VIC
459,Mile Dionisii,Male,Manufacturing,Yes,2,QLD
460,Randolph Redihalgh,Male,Manufacturing,Yes,3,VIC
461,Querida Danilchev,Female,Financial Services,Yes,1,NSW
462,Osborn Pentony,Male,Manufacturing,Yes,1,NSW
463,Bel Cheeke,Female,Manufacturing,Yes,1,NSW
464,Illa ,Female,Manufacturing,Yes,3,VIC
465,Jsandye Melendez,Female,Health,Yes,1,NSW
466,Melany Thorrington,Female,Manufacturing,Yes,1,NSW
467,Allis Blanche,Female,Financial Services,Yes,1,NSW
468,Karel Dimelow,Female,n/a,Yes,3,VIC
469,Alina Wilsey,Female,Financial Services,Yes,1,NSW
470,Jarad Bauser,Male,Manufacturing,Yes,1,NSW
471,Welbie Rockliffe,Male,Property,No,3,VIC
472,Valeria Ladyman,Female,Property,Yes,1,NSW
473,Levi Cartmell,Male,Financial Services,Yes,3,VIC
474,Darbee Klimowicz,Male,Retail,No,1,NSW
475,Libby Wardesworth,Female,Financial Services,No,3,VIC
476,Kippy Jessel,Female,Financial Services,Yes,2,QLD
477,Benji O'Shirine,Male,Health,Yes,1,NSW
478,Consolata Clacson,Female,Entertainment,No,1,NSW
479,Vernor ,Male,Manufacturing,No,1,NSW
480,Kane Jahnel,Male,n/a,No,1,NSW
481,Cheri Hazeman,Female,Financial Services,Yes,1,NSW
482,Darcey Harberer,Female,n/a,Yes,1,NSW
483,Blythe Keighley,Female,IT,Yes,3,VIC
484,Darelle Ive,Female,Health,Yes,1,NSW
485,Marcella Manzell,Female,Argiculture,No,1,NSW
486,Gar Wallis,Male,Health,No,3,VIC
487,Bertrand Penkethman,Male,Retail,No,3,VIC
488,Mason Kohrsen,Male,Manufacturing,No,3,VIC
489,Ulrika Steagall,Female,Manufacturing,No,3,VIC
490,Prudi Edon,Female,Manufacturing,Yes,3,VIC
491,Elayne Braiden,Female,Health,No,3,VIC
492,Domini Ghelerdini,Female,Property,Yes,3,VIC
493,Tresa Reeks,Female,Retail,Yes,2,QLD
494,Lida Boynton,Female,Argiculture,No,1,NSW
495,Andrea Funcheon,Male,Property,Yes,3,VIC
496,Pail Ashplant,Male,Financial Services,No,1,NSW
497,Tommie Banbridge,Female,Manufacturing,Yes,3,VIC
498,Gaby ,Male,Manufacturing,No,1,NSW
499,Lucius Prescott,Male,Financial Services,Yes,3,VIC
500,Korry Cosgrove,Female,Financial Services,Yes,3,VIC
501,Allissa Brinklow,Female,Property,Yes,3,VIC
